"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"171","Canberra-Sembawang Park Connector","Jalan Sankam","103.8358","1.457905","Linking Canberra Link to Tuah Road via Sembawang Road, the Canberra-Sembawang Park Connector runs along private residential estates to join Sembawang Park, a popular fishing ground.                 Besides featuring a wide variety of fish, the park also has one of the few natural beaches found in Singapore. Level and smooth, the Canberra-Sembawang Park Connector is suitable for joggers looking for a short and comfortable run.","The Canberra-Sembawang Park Connector starts at Canberra Link and runs along Sembawang road before ending at Tuah Road.","1.6 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"172","Pang Sua Park Connector","Jalan Teck Whye","103.7577","1.379966","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"173","Ulu Sembawang Park Connector","Jalan Ulu Sembawang","103.7884","1.412267",NA,"Ulu Sembawang Park Connector starts at Seletar Expressway and ends at Mandai road","1.3 km","24 hours daily","Due to its close proximity to the nature reserve, please note that there are no lamp posts along this park connector.","Not wheelchair accessible"
"174","Jurong Park Connector","Jln Ahmad Ibrahim","103.7043","1.322294","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"175","Jurong Park Connector","Jln Boon Lay","103.7099","1.337937","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"176","Whampoa Park Connector","Jln Rajah","103.8497","1.328829","Starting from Toa Payoh Town Park, Whampoa Park Connector runs along Sungei Whampoa and joins up with Kallang Park Connector at Bendemeer Road. It contains two PUB Active, Beautiful, Clean Water programme features on both banks of the Kallang River – River Vista and Kolam Ayer Waterfront. The park connector takes you through Jalan Rajah, Kim Keat, Whampoa, St George’s and Bendemeer residential estates. You can also enjoy a wide range of food outlets along Balestier Road, with some operating around the clock. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Whampoa Park Connector (along Bendemeer Road)  from 20 Sep 2021 to 31 Mar 2023. Please use the alternative route.","Whampoa Park Connector starts at Jalan Rajah, across Toa Payoh Town Park and runs along Sungei Whampoa before ending at Bendemeer Road","4.49 km","24 hours daily","7.00pm to 7.00am","The park connector is barrier free, however, users will have to cross two pedestrian overhead bridges over PIE and CTE. Cyclist may push their bicycles up the ramps at these bridges."
"177","Jurong Park Connector","Jurong Canal","103.7278","1.350054","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"178","Jurong Park Connector","Jurong East Central Near Block 101 Jurong East Ville","103.7396","1.337103","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"179","Jurong Park Connector","Block 209 Jurong East St 21","103.7403","1.337122","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"180","Jurong Park Connector","Jurong East Central Opp. St. Anthony Pri School.","103.7448","1.342584","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"181","Jurong Park Connector","Block 114 Jurong East St 13","103.7341","1.339441","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"182","Jurong West Park Connector","Block 651B Jurong West St 61","103.6987","1.337371","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
"183","Jurong West Park Connector","Jurong West St 63","103.7041","1.338449","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
"184","Kallang Park Connector","Kallang Bahru","103.8679","1.319143","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
"185","Jalan Pelikat Park Connector","Kampong Sireh","103.8802","1.353114","Jalan Pelikat Park Connector stretches from Kampong Sireh to Hougang Ave 3, connecting Upper Serangoon to Hougang. It serves as a recreation/exercise area for both private and public residential areas in between the two estates. ","Jalan Pelikat Park Connector starts at Kg Sireh runs along Jalan Pelikat and Hougang Street 22 before ending at Hougang Ave 3.","1.49 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"186","Paya Lebar Park Connector","Kim Chuan Road","103.8868","1.339340","Situated between Kim Chuan Road and Airport Road, Paya Lebar Park Connector serves as a convenient commuting route to the numerous industrial buildings and offices located nearby. It includes a wide shared track for both joggers and cyclists. You can enjoy dining at eateries such as Bread Talk or Sakae Sushi that can be found adjacent to the park connector. Paya Lebar Park Connector also links to the Balam Park Connector at Paya Lebar Road and the Pelton Canal Park Connector located further south.  ","Paya Lebar Park Connector starts at Kim Chuan Road and runs along Upper Paya Lebar Road before ending at the junction of Upper Paya Lebar Road and Airport Road.","0.69 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"187","Whampoa Park Connector","Kim Keat Rd","103.8543","1.326093","Starting from Toa Payoh Town Park, Whampoa Park Connector runs along Sungei Whampoa and joins up with Kallang Park Connector at Bendemeer Road. It contains two PUB Active, Beautiful, Clean Water programme features on both banks of the Kallang River – River Vista and Kolam Ayer Waterfront. The park connector takes you through Jalan Rajah, Kim Keat, Whampoa, St George’s and Bendemeer residential estates. You can also enjoy a wide range of food outlets along Balestier Road, with some operating around the clock. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Whampoa Park Connector (along Bendemeer Road)  from 20 Sep 2021 to 31 Mar 2023. Please use the alternative route.","Whampoa Park Connector starts at Jalan Rajah, across Toa Payoh Town Park and runs along Sungei Whampoa before ending at Bendemeer Road","4.49 km","24 hours daily","7.00pm to 7.00am","The park connector is barrier free, however, users will have to cross two pedestrian overhead bridges over PIE and CTE. Cyclist may push their bicycles up the ramps at these bridges."
"188","Choa Chu Kang Park Connector","395A Bukit Batok West Ave 5","103.7513","1.366312","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"189","Simpang Kiri Park Connector","Admiralty Road East","103.8320","1.453528","Simpang Kiri Park Connector runs along Sungei Simpang Kiri, which is rich in natural vegetation on both sides of the riverbanks. Surrounded by scenic views, visitors can look forward to a tranquil experience as they jog or cycle through this park connector. With the vast variety of birds, ranging from water birds like the Kingfisher, Egrets and Water Hens to seasonal migratory birds such as sandpipers, nature lovers will have countless hours of fun spotting the different species. Alternatively, sit back, relax and indulge at one of the many eating-places located along the park connector such as the newly opened Halal restaurant, located within the popular Bottle Tree Village, and the coffee stalls situated at the corner of Admiralty Road East and Sembawang Road. A section of the Simpang Kiri Park Connector is closed for improvement works until 31 December 2021. Please see the map for the alternative route.","Simpang Kiri Park Connector starts at Yishun Ave 2 and runs along Yishun Industrial Park A/Sembawang Road before ending at Jalan Mempurong","3.0 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"190","Admiralty West Park Connector","Admiralty Road West Near Harvest @ Woodlands","103.7902","1.451811","The Admiralty West Park Connector links the Woodlands (Ave 7) Park Connector to Woodland Waterfront. Visitors can stop by the resting area to admire the beauty of the surroundings or get close to nature at the nearby butterfly garden.","Admiralty West Park Connector starts at Woodlands Ave 7 and runs along Woodlands Ave 4 and Admiralty Road West before ending at Admiralty Road West (Woodlands Waterfront).","1.3 km","24 hours daily","7:00pm to 7:00am","Wheelchair friendly"
"191","Sembawang Park Connector","Admiralty Road West Near San Lian Deng Temple","103.8100","1.462720","Running along Sungei Sembawang, the Sembawang Park Connector provides seamless connectivity to residents from Admiralty Drive. 
Cutting through the mangrove swamps, the park connector enables nearby residents to appreciate the beautiful scenery of the mangrove habitat right at their doorstep. Nature lovers can view water birds such as the Egrets and Kingfishers. Level and smooth, the Sembawang Park Connector is widely used by neighbouring schools for their routine 2.4 km runs. ","Park Connector starts at Sembawang Way and runs along Woodlands Ave 10 before ending at Admiralty Road West.","2.0 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"192","Paya Lebar Park Connector","Airport Road","103.8893","1.333966","Situated between Kim Chuan Road and Airport Road, Paya Lebar Park Connector serves as a convenient commuting route to the numerous industrial buildings and offices located nearby. It includes a wide shared track for both joggers and cyclists. You can enjoy dining at eateries such as Bread Talk or Sakae Sushi that can be found adjacent to the park connector. Paya Lebar Park Connector also links to the Balam Park Connector at Paya Lebar Road and the Pelton Canal Park Connector located further south.  ","Paya Lebar Park Connector starts at Kim Chuan Road and runs along Upper Paya Lebar Road before ending at the junction of Upper Paya Lebar Road and Airport Road.","0.69 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"193","Alexandra Garden Trail","Alexandra Arch","103.8028","1.280124","Stretching from Depot Road to West Coast Highway, the 1 km Alexandra Garden Trail links Hort Park, the Southern Ridges and Labrador Park. Featuring a variety of flowering plants and foliage and more than 10 species of butterfly host and nectar plants, the Alexandra Garden Trail offers visitors scenic views and lush greenery. ","Alexandra Garden Trail starts at Depot Road and runs along Alexandra Road before ending at West Coast Highway.","1.0 km","24 hours daily","7.00pm to 7.00am",NA
"194","Alexandra Garden Trail","Alexandra Road Near Academy of Singapore Teachers","103.8024","1.276269","Stretching from Depot Road to West Coast Highway, the 1 km Alexandra Garden Trail links Hort Park, the Southern Ridges and Labrador Park. Featuring a variety of flowering plants and foliage and more than 10 species of butterfly host and nectar plants, the Alexandra Garden Trail offers visitors scenic views and lush greenery. ","Alexandra Garden Trail starts at Depot Road and runs along Alexandra Road before ending at West Coast Highway.","1.0 km","24 hours daily","7.00pm to 7.00am",NA
"195","Alexandra Garden Trail","Alexandra Road Near PSA Building","103.8022","1.274220","Stretching from Depot Road to West Coast Highway, the 1 km Alexandra Garden Trail links Hort Park, the Southern Ridges and Labrador Park. Featuring a variety of flowering plants and foliage and more than 10 species of butterfly host and nectar plants, the Alexandra Garden Trail offers visitors scenic views and lush greenery. ","Alexandra Garden Trail starts at Depot Road and runs along Alexandra Road before ending at West Coast Highway.","1.0 km","24 hours daily","7.00pm to 7.00am",NA
"196","Punggol Park Connector","Anchorvale Street","103.8864","1.397544","Running along Punggol reservoir and the Straits of Johor, this 6.1 km water-themed park connector links Punggol Promenade to Gerald Drive. Completed and opened to the public in 2010, it not only improves accessibility but also enhances biodiversity in the area, featuring a variety of birds including the majestic Grey Heron, migratory Little Egret and the commonly seen Collared Kingfisher. This park connector also joins Punggol Waterway and passes Anchorvale Community Club, Sengkang Sports Complex and Singapore’s largest man-made wetland, Sengkang Floating Wetland, before ending at Gerald Drive.","Punggol Park Connector starts at Gerald Drive and runs along Punggol Reservoir and Straits of Johor before ending at Punggol Promenade.","6.1 km","24 hours daily","7.00pm to 7.00am",NA
"197","Ang Mo Kio Park Connector","Ang Mo Kio Street 12","103.8442","1.366821","Ang Mo Kio Park Connector runs from the cross junction of Ang Mo Kio Ave 1 and Marymount Road, along Ang Mo Kio Ave 6 before ending at Ang Mo Kio Town Garden West. It passes through the Ang Mo Kio heartlands to connect residents to Bishan-Ang Mo Kio Park and Ang Mo Kio Town Garden West.","Ang Mo Kio Park Connector starts at Ang Mo Kio Ave 1 and runs along Ang Mo Kio Ave 6 before ending at Ang Mo Kio St 12","1.08 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"198","Ang Mo Kio Park Connector","Ang Mo Kio Ave 3","103.8453","1.369216","Ang Mo Kio Park Connector runs from the cross junction of Ang Mo Kio Ave 1 and Marymount Road, along Ang Mo Kio Ave 6 before ending at Ang Mo Kio Town Garden West. It passes through the Ang Mo Kio heartlands to connect residents to Bishan-Ang Mo Kio Park and Ang Mo Kio Town Garden West.","Ang Mo Kio Park Connector starts at Ang Mo Kio Ave 1 and runs along Ang Mo Kio Ave 6 before ending at Ang Mo Kio St 12","1.08 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"199","Ang Mo Kio Park Connector","Ang Mo Kio Street 24","103.8452","1.371620","Ang Mo Kio Park Connector runs from the cross junction of Ang Mo Kio Ave 1 and Marymount Road, along Ang Mo Kio Ave 6 before ending at Ang Mo Kio Town Garden West. It passes through the Ang Mo Kio heartlands to connect residents to Bishan-Ang Mo Kio Park and Ang Mo Kio Town Garden West.","Ang Mo Kio Park Connector starts at Ang Mo Kio Ave 1 and runs along Ang Mo Kio Ave 6 before ending at Ang Mo Kio St 12","1.08 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"200","Ang Mo Kio Avenue 5 Park Connector","Ang Mo Kio Avenue 10","103.8547","1.376035","Ang Mo Kio Ave 5 Park Connector starts at the junction of Ang Mo Kio Ave 5 and Ang Mo Kio Ave 6, and ends at Yio Chu Kang Road. It stretches along Ang Mo Kio Ave 5 passing through various educational institutions such as Anderson Junior College, Nanyang Polytechnic and Ang Mo Kio ITE College. Through this park connector, you are linked to Buangkok estate and further northeast towards Punggol Park, Punggol Waterway Park and Punggol Point Park, located along the scenic North Eastern Riverine Loop.","Ang Mo Kio Ave 5 Park Connector starts at cross junction of Ang Mo Kio Ave 6 and Ang Mo Kio Ave 5 and runs along Ang Mo Kio Ave 5 before ending at Yio Chu Kang Road","4.01 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"201","Ang Mo Kio Avenue 5 Park Connector","Ang Mo Kio Avenue 6","103.8449","1.377481","Ang Mo Kio Ave 5 Park Connector starts at the junction of Ang Mo Kio Ave 5 and Ang Mo Kio Ave 6, and ends at Yio Chu Kang Road. It stretches along Ang Mo Kio Ave 5 passing through various educational institutions such as Anderson Junior College, Nanyang Polytechnic and Ang Mo Kio ITE College. Through this park connector, you are linked to Buangkok estate and further northeast towards Punggol Park, Punggol Waterway Park and Punggol Point Park, located along the scenic North Eastern Riverine Loop.","Ang Mo Kio Ave 5 Park Connector starts at cross junction of Ang Mo Kio Ave 6 and Ang Mo Kio Ave 5 and runs along Ang Mo Kio Ave 5 before ending at Yio Chu Kang Road","4.01 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"202","Coastal Park Connector","Aviation Park Road","104.0047","1.369675","Coastal Park Connector starts from Changi Beach Park Car Park 7 and ends at East Coast Park. This 15km park connector runs along Aviation Park Road and Tanah Merah Coast Road, alongside the future Changi Airport Runway 3 and Terminal 5.At the East Coast Park towards Coastal Park Connector next to Changi Coast Walk, you can take a leisurely stroll amidst the lush greenery whilst enjoying the cool sea breeze.The Changi Airport Connector (link: https://www.changiairport.com/en/discover/changi-airport-connector.html) is a cycling and jogging path that features the Changi Jurassic Mile. It was opened by Changi Airport, and links the airport to East Coast Park and the Park Connector Network. ","Coastal Park Connector starts from Changi Beach Park Car Park 7 and runs along Aviation Park Road and Tanah Merah Coast Road before ending at East Coast Park","15.0 km","24 hours daily","7.00pm to 7.00am",NA
"203","Bedok Park Connector","Bedok Junction","103.9561","1.320017","Starting at Bedok Reservoir Park near Jalan Lembah Bedok, Bedok Park Connector ends at the underpass behind Bedok Camp, in the direction of East Coast Park. Here, you can enjoy scenic views of Bedok Reservoir along the park connector, which also provides an alternative route linking you to East Coast Park from Bedok Reservoir Park or vice versa. Our Park Connector Network Pit Stop at East Coast Park Area G offers you two recreational options – cycling or roller blading.  Park Connector Network Pit Stop: East Coast Park Area G1  Address: 1490 East Coast Parkway  Opening Hours:  ","Bedok Park Connector starts at Bedok Reservoir Park and runs across the PIE, Upper Changi Road, Upper Changi Road East, Bedok junction before ending at East Coast Park Area G.  ","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"204","Bedok Park Connector","Bedok North Ave 3","103.9333","1.337052","Starting at Bedok Reservoir Park near Jalan Lembah Bedok, Bedok Park Connector ends at the underpass behind Bedok Camp, in the direction of East Coast Park. Here, you can enjoy scenic views of Bedok Reservoir along the park connector, which also provides an alternative route linking you to East Coast Park from Bedok Reservoir Park or vice versa. Our Park Connector Network Pit Stop at East Coast Park Area G offers you two recreational options – cycling or roller blading.  Park Connector Network Pit Stop: East Coast Park Area G1  Address: 1490 East Coast Parkway  Opening Hours:  ","Bedok Park Connector starts at Bedok Reservoir Park and runs across the PIE, Upper Changi Road, Upper Changi Road East, Bedok junction before ending at East Coast Park Area G.  ","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"205","Bedok Park Connector","Bedok North Ave 4","103.9437","1.335624","Starting at Bedok Reservoir Park near Jalan Lembah Bedok, Bedok Park Connector ends at the underpass behind Bedok Camp, in the direction of East Coast Park. Here, you can enjoy scenic views of Bedok Reservoir along the park connector, which also provides an alternative route linking you to East Coast Park from Bedok Reservoir Park or vice versa. Our Park Connector Network Pit Stop at East Coast Park Area G offers you two recreational options – cycling or roller blading.  Park Connector Network Pit Stop: East Coast Park Area G1  Address: 1490 East Coast Parkway  Opening Hours:  ","Bedok Park Connector starts at Bedok Reservoir Park and runs across the PIE, Upper Changi Road, Upper Changi Road East, Bedok junction before ending at East Coast Park Area G.  ","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"206","Bedok Park Connector","Bedok Reservoir Rd","103.9355","1.339222","Starting at Bedok Reservoir Park near Jalan Lembah Bedok, Bedok Park Connector ends at the underpass behind Bedok Camp, in the direction of East Coast Park. Here, you can enjoy scenic views of Bedok Reservoir along the park connector, which also provides an alternative route linking you to East Coast Park from Bedok Reservoir Park or vice versa. Our Park Connector Network Pit Stop at East Coast Park Area G offers you two recreational options – cycling or roller blading.  Park Connector Network Pit Stop: East Coast Park Area G1  Address: 1490 East Coast Parkway  Opening Hours:  ","Bedok Park Connector starts at Bedok Reservoir Park and runs across the PIE, Upper Changi Road, Upper Changi Road East, Bedok junction before ending at East Coast Park Area G.  ","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"207","Kallang Park Connector","Bishan Rd","103.8502","1.357034","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
"208","Bukit Panjang Park Connector","Blk 476A Segar Rd","103.7736","1.388764","The 1.4 km Bukit Panjang Park Connector links Zhenghua Park to Bukit Panjang Park via the heartlands of Bukit Panjang. Its lush greenery and proximity to well-established parks make it a great place for residents, nearby schools and the community to take part in recreational activities. Level and smooth, the park connector is a popular jogging and cycling route. A wide diversity of bird species such as the Olive-backed sunbird and the Black-naped oriole can also be spotted along the park connector, making it a favourite spot for nature lovers and avid photographers. The Bukit Panjang Park Connector is part of the Western Adventure Loop, linking various park connectors and nature reserves.A section of Bukit Panjang PC is closed for upgrading works from 15 November 2019 to 30 November 2021. Please see the map for the alternative route.","Bukit Panjang Park Connector starts at Saujana Rd. It runs along the estates of Bukit Panjang, passing by Bukit Panjang Ring Rd and Segar Rd before ending right at the entrance of Zhenghua Park at BLK 476A.","1.4 km","24 hours daily","7.00pm to 7.00am",NA
